case_id,ground_truth_domain,prefix_depth,observer_id,usage_mode,canonical_run_id,cnl_line_count,predicted_domain,accuracy,domain_entropy,equivalence_compression,question_available,canonical_families,retained_domains
sample-centrifuge,sample,1,coarse,canonical-cnl,sample_centrifuge_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
sample-centrifuge,sample,1,rich,canonical-cnl,sample_centrifuge_p1_rich,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
sample-centrifuge,sample,2,coarse,canonical-cnl,sample_centrifuge_p2_coarse,437,package,0,1.239,3,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.673;manuscript:0.164;sample:0.164
sample-centrifuge,sample,2,rich,canonical-cnl,sample_centrifuge_p2_rich,399,sample,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,sample:1
sample-centrifuge,sample,3,coarse,canonical-cnl,sample_centrifuge_p3_coarse,400,sample,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,sample:1
sample-centrifuge,sample,3,rich,canonical-cnl,sample_centrifuge_p3_rich,420,sample,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,sample:1
sample-centrifuge,sample,4,coarse,canonical-cnl,sample_centrifuge_p4_coarse,425,sample,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,sample:1
sample-centrifuge,sample,4,rich,canonical-cnl,sample_centrifuge_p4_rich,457,sample,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,sample:1
manuscript-submission,manuscript,1,coarse,canonical-cnl,manuscript_submission_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-submission,manuscript,1,rich,canonical-cnl,manuscript_submission_p1_rich,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-submission,manuscript,2,coarse,canonical-cnl,manuscript_submission_p2_coarse,404,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-submission,manuscript,2,rich,canonical-cnl,manuscript_submission_p2_rich,375,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-submission,manuscript,3,coarse,canonical-cnl,manuscript_submission_p3_coarse,388,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-submission,manuscript,3,rich,canonical-cnl,manuscript_submission_p3_rich,408,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-submission,manuscript,4,coarse,canonical-cnl,manuscript_submission_p4_coarse,413,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-submission,manuscript,4,rich,canonical-cnl,manuscript_submission_p4_rich,430,manuscript,1,0,3,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-generic,manuscript,1,coarse,canonical-cnl,manuscript_generic_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-generic,manuscript,1,rich,canonical-cnl,manuscript_generic_p1_rich,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-generic,manuscript,2,coarse,canonical-cnl,manuscript_generic_p2_coarse,417,package,0,1.239,3,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.673;manuscript:0.164;sample:0.164
manuscript-generic,manuscript,2,rich,canonical-cnl,manuscript_generic_p2_rich,417,package,0,1.239,3,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.673;manuscript:0.164;sample:0.164
manuscript-generic,manuscript,3,coarse,canonical-cnl,manuscript_generic_p3_coarse,418,package,0,1.239,3,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.673;manuscript:0.164;sample:0.164
manuscript-generic,manuscript,3,rich,canonical-cnl,manuscript_generic_p3_rich,384,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-generic,manuscript,4,coarse,canonical-cnl,manuscript_generic_p4_coarse,421,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-generic,manuscript,4,rich,canonical-cnl,manuscript_generic_p4_rich,429,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,1,coarse,canonical-cnl,manuscript_editorial_queue_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-editorial-queue,manuscript,1,rich,canonical-cnl,manuscript_editorial_queue_p1_rich,358,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,2,coarse,canonical-cnl,manuscript_editorial_queue_p2_coarse,404,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-editorial-queue,manuscript,2,rich,canonical-cnl,manuscript_editorial_queue_p2_rich,375,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,3,coarse,canonical-cnl,manuscript_editorial_queue_p3_coarse,388,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,3,rich,canonical-cnl,manuscript_editorial_queue_p3_rich,408,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,4,coarse,canonical-cnl,manuscript_editorial_queue_p4_coarse,433,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-editorial-queue,manuscript,4,rich,canonical-cnl,manuscript_editorial_queue_p4_rich,450,manuscript,1,0,3,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-peer-review,manuscript,1,coarse,canonical-cnl,manuscript_peer_review_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-peer-review,manuscript,1,rich,canonical-cnl,manuscript_peer_review_p1_rich,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-peer-review,manuscript,2,coarse,canonical-cnl,manuscript_peer_review_p2_coarse,384,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-peer-review,manuscript,2,rich,canonical-cnl,manuscript_peer_review_p2_rich,359,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-peer-review,manuscript,3,coarse,canonical-cnl,manuscript_peer_review_p3_coarse,356,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-peer-review,manuscript,3,rich,canonical-cnl,manuscript_peer_review_p3_rich,376,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-peer-review,manuscript,4,coarse,canonical-cnl,manuscript_peer_review_p4_coarse,381,manuscript,1,0,4,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-peer-review,manuscript,4,rich,canonical-cnl,manuscript_peer_review_p4_rich,398,manuscript,1,0,3,0,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;ALIGNMENT,manuscript:1
manuscript-revision-cycle,manuscript,1,coarse,canonical-cnl,manuscript_revision_cycle_p1_coarse,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
manuscript-revision-cycle,manuscript,1,rich,canonical-cnl,manuscript_revision_cycle_p1_rich,383,package,0,1.255,6,1,RUN;SOURCE;SEGMENT;OBSERVER;BUDGET;CONTEXT;HYPOTHESIS;OBSERVATION;PROVENANCE;HYPOTHESIS_SUPPORT;HYPOTHESIS_CONFIDENCE;AMBIGUITY;THEORY;SCHEMA;MATCHED_STATE;RULE;INVARIANT;COMPOSITION;SUPPORT;THEORY_EVIDENCE;SCORE;TRANSFORM;EQUIVALENCE;CONSEQUENCE;FRONTIER;FRONTIER_MEMBER;DOMAIN_WEIGHT;QUESTION;QUESTION_CLASS;ALIGNMENT,package:0.665;manuscript:0.168;sample:0.168
