case_id,source_case_id,stratum,prefix_depth,condition_id,question_policy,budget,questions_used,usage_mode,canonical_run_id,initial_predicted_domain,final_predicted_domain,initial_correct,final_correct,truth_retention,rescued_from_wrong,initial_entropy,final_entropy,mean_information_gain,mean_entropy_reduction_per_question,harmful_question_rate,question_trace
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,clean-gold,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,information-gain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,information-gain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,information-gain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,information-gain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,top-domain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,top-domain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-noisy,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,information-gain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,information-gain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,information-gain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,information-gain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,top-domain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,top-domain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,2,masked-adversarial,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,information-gain,0,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,information-gain,1,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,information-gain,2,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,information-gain,3,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,top-domain,0,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,top-domain,1,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,clean-gold,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,information-gain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,information-gain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,information-gain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,information-gain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,top-domain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,top-domain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-noisy,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,information-gain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,information-gain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,information-gain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,information-gain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,top-domain,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,top-domain,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,top-domain,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,top-domain,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,random,0,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,random,1,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,random,2,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__paraphrased,procurement-payment-order,paraphrased,3,masked-adversarial,random,3,0,canonical-cnl,procurement-payment-order__paraphrased_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,random,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,random,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,random,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,clean-gold,random,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,random,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,random,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,random,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-noisy,random,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,random,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,random,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,random,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,2,masked-adversarial,random,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p2_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,random,0,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,random,1,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,random,2,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,clean-gold,random,3,0,canonical-cnl,procurement-payment-order__noisy_clean_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,random,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,random,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,random,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-noisy,random,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,information-gain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,information-gain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,information-gain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,information-gain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,top-domain,0,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,top-domain,1,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,top-domain,2,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
procurement-payment-order__noisy,procurement-payment-order,noisy,3,masked-adversarial,top-domain,3,0,canonical-cnl,procurement-payment-order__noisy_masked_p3_rich,procurement,procurement,1,1,1,0,0,0,0,0,0,
