case_id,condition_id,question_policy,budget,prefix_depth,step_index,question_id,observed_answer,information_gain,predicted_domain_before,predicted_domain_after,domain_entropy_before,domain_entropy_after,entropy_reduction,truth_retained_after,final_correct_after_step
sample-cold-room__paraphrased,masked-adversarial,random,3,2,3,manuscript-revision,yes,0.711,package,manuscript,0.711,0.955,-0.244,0,0
sample-cold-room__paraphrased,masked-noisy,information-gain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,information-gain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,information-gain,2,3,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__paraphrased,masked-noisy,information-gain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,information-gain,3,3,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__paraphrased,masked-noisy,information-gain,3,3,3,sample-assay,yes,0.997,sample,sample,1.935,0.641,1.294,1,1
sample-cold-room__paraphrased,masked-noisy,top-domain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,top-domain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,top-domain,2,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__paraphrased,masked-noisy,top-domain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__paraphrased,masked-noisy,top-domain,3,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__paraphrased,masked-noisy,top-domain,3,3,3,manuscript-review,no,0.653,manuscript,manuscript,0.653,1.7,-1.047,1,0
sample-cold-room__paraphrased,masked-noisy,random,1,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-noisy,random,2,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-noisy,random,3,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__paraphrased,masked-adversarial,random,1,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,0,0
sample-cold-room__paraphrased,masked-adversarial,random,2,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,0,0
sample-cold-room__paraphrased,masked-adversarial,random,2,3,2,package-tracking,yes,0.958,manuscript,package,0.958,0.711,0.247,0,0
sample-cold-room__paraphrased,masked-adversarial,random,3,3,1,manuscript-review,yes,0.59,package,manuscript,1.634,0.958,0.675,0,0
sample-cold-room__paraphrased,masked-adversarial,random,3,3,2,package-tracking,yes,0.958,manuscript,package,0.958,0.711,0.247,0,0
sample-cold-room__paraphrased,masked-adversarial,random,3,3,3,manuscript-review,yes,0.711,package,manuscript,0.711,0.955,-0.244,0,0
sample-cold-room__noisy,clean-gold,information-gain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,information-gain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,information-gain,2,2,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__noisy,clean-gold,information-gain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,information-gain,3,2,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__noisy,clean-gold,information-gain,3,2,3,sample-assay,yes,0.997,sample,sample,1.935,0.641,1.294,1,1
sample-cold-room__noisy,clean-gold,top-domain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,top-domain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,top-domain,2,2,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__noisy,clean-gold,top-domain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,clean-gold,top-domain,3,2,2,manuscript-review,no,1,manuscript,sample,1.398,1.935,-0.537,1,1
sample-cold-room__noisy,clean-gold,top-domain,3,2,3,sample-assay,yes,0.997,sample,sample,1.935,0.641,1.294,1,1
sample-cold-room__noisy,clean-gold,random,1,2,1,procurement-approval,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,clean-gold,random,2,2,1,procurement-approval,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,clean-gold,random,2,2,2,manuscript-revision,no,0.644,package,package,1.24,0.715,0.525,1,0
sample-cold-room__noisy,clean-gold,random,3,2,1,procurement-approval,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,clean-gold,random,3,2,2,manuscript-revision,no,0.644,package,package,1.24,0.715,0.525,1,0
sample-cold-room__noisy,clean-gold,random,3,2,3,sample-temperature,yes,0.715,package,sample,0.715,0.98,-0.265,1,1
sample-cold-room__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__noisy,masked-noisy,information-gain,3,2,3,manuscript-review,yes,0.653,manuscript,manuscript,0.653,0.36,0.294,0,0
sample-cold-room__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,top-domain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,random,1,2,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,2,2,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,2,2,2,manuscript-review,yes,0.644,package,manuscript,1.24,0.972,0.269,0,0
sample-cold-room__noisy,masked-noisy,random,3,2,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,3,2,2,manuscript-review,yes,0.644,package,manuscript,1.24,0.972,0.269,0,0
sample-cold-room__noisy,masked-noisy,random,3,2,3,package-tracking,no,0.972,manuscript,manuscript,0.972,0.641,0.33,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,1,2,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,2,2,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,3,2,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,information-gain,1,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,2,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,2,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__noisy,masked-noisy,information-gain,3,3,1,package-dispatch,no,0.978,package,manuscript,1.634,1.398,0.236,1,0
sample-cold-room__noisy,masked-noisy,information-gain,3,3,2,manuscript-review,yes,1,manuscript,manuscript,1.398,0.653,0.744,0,0
sample-cold-room__noisy,masked-noisy,information-gain,3,3,3,manuscript-review,no,0.653,manuscript,manuscript,0.653,1.7,-1.047,1,0
sample-cold-room__noisy,masked-noisy,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-noisy,random,1,3,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,2,3,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,2,3,2,package-dispatch,yes,0.913,package,package,1.24,0,1.24,0,0
sample-cold-room__noisy,masked-noisy,random,3,3,1,procurement-invoice,no,0.556,package,package,1.634,1.24,0.393,1,0
sample-cold-room__noisy,masked-noisy,random,3,3,2,package-dispatch,yes,0.913,package,package,1.24,0,1.24,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,1,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,2,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-cold-room__noisy,masked-adversarial,random,3,3,1,package-tracking,yes,0.978,package,package,1.634,0,1.634,0,0
sample-centrifuge__paraphrased,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,information-gain,2,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
sample-centrifuge__paraphrased,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,information-gain,3,2,2,package-dispatch,yes,1,package,package,1,0,1,0,0
sample-centrifuge__paraphrased,masked-noisy,top-domain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,top-domain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,top-domain,2,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,1
sample-centrifuge__paraphrased,masked-noisy,top-domain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,top-domain,3,2,2,package-dispatch,no,1,package,sample,1,1.972,-0.972,1,1
sample-centrifuge__paraphrased,masked-noisy,top-domain,3,2,3,sample-assay,no,0.999,sample,compliance,1.972,2,-0.028,0,0
sample-centrifuge__paraphrased,masked-noisy,random,1,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,random,2,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,random,2,2,2,package-tracking,no,1,package,sample,1,1.972,-0.972,1,1
sample-centrifuge__paraphrased,masked-noisy,random,3,2,1,manuscript-revision,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__paraphrased,masked-noisy,random,3,2,2,package-tracking,no,1,package,sample,1,1.972,-0.972,1,1
sample-centrifuge__paraphrased,masked-noisy,random,3,2,3,sample-assay,yes,0.999,sample,sample,1.972,0,1.972,1,1
sample-centrifuge__paraphrased,masked-adversarial,information-gain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,information-gain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,information-gain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,random,1,2,1,package-dispatch,yes,0.952,manuscript,package,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,random,2,2,1,package-dispatch,yes,0.952,manuscript,package,1.565,0,1.565,0,0
sample-centrifuge__paraphrased,masked-adversarial,random,3,2,1,package-dispatch,yes,0.952,manuscript,package,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-noisy,information-gain,1,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__noisy,masked-noisy,information-gain,2,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__noisy,masked-noisy,information-gain,2,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,1,1
sample-centrifuge__noisy,masked-noisy,information-gain,3,2,1,manuscript-review,no,0.952,manuscript,package,1.565,1,0.565,1,0
sample-centrifuge__noisy,masked-noisy,information-gain,3,2,2,package-dispatch,no,1,package,sample,1,1.973,-0.973,1,1
sample-centrifuge__noisy,masked-noisy,information-gain,3,2,3,sample-assay,yes,1,sample,sample,1.973,0,1.973,1,1
sample-centrifuge__noisy,masked-noisy,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-noisy,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-noisy,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-noisy,random,1,2,1,sample-temperature,no,0.821,manuscript,manuscript,1.565,1,0.565,0,0
sample-centrifuge__noisy,masked-noisy,random,2,2,1,sample-temperature,no,0.821,manuscript,manuscript,1.565,1,0.565,0,0
sample-centrifuge__noisy,masked-noisy,random,2,2,2,package-tracking,yes,1,manuscript,package,1,0,1,0,0
sample-centrifuge__noisy,masked-noisy,random,3,2,1,sample-temperature,no,0.821,manuscript,manuscript,1.565,1,0.565,0,0
sample-centrifuge__noisy,masked-noisy,random,3,2,2,package-tracking,yes,1,manuscript,package,1,0,1,0,0
sample-centrifuge__noisy,masked-adversarial,information-gain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,information-gain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,information-gain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,top-domain,1,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,top-domain,2,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,top-domain,3,2,1,manuscript-review,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,random,1,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,random,2,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
sample-centrifuge__noisy,masked-adversarial,random,3,2,1,manuscript-revision,yes,0.952,manuscript,manuscript,1.565,0,1.565,0,0
manuscript-peer-review__paraphrased,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,2,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,2,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,2,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,2,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,1,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,2,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,2,2,2,package-dispatch,no,0.999,package,sample,1.967,1.98,-0.013,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,3,2,1,manuscript-revision,no,0.555,package,package,1.974,1.967,0.006,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,3,2,2,package-dispatch,no,0.999,package,sample,1.967,1.98,-0.013,0,0
manuscript-peer-review__paraphrased,masked-noisy,random,3,2,3,compliance-exception,no,0.537,sample,sample,1.98,1.937,0.043,0,0
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,1,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,2,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,3,2,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,1,2,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,2,2,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,2,2,2,compliance-exception,yes,0.96,compliance,compliance,0.96,0.85,0.11,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,2,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,2,2,compliance-exception,yes,0.96,compliance,compliance,0.96,0.85,0.11,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,2,3,package-dispatch,yes,0.85,compliance,compliance,0.85,0.992,-0.142,0,0
manuscript-peer-review__paraphrased,masked-noisy,information-gain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,information-gain,3,3,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,1,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,2,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,2,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,3,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,3,2,manuscript-review,yes,0.959,manuscript,manuscript,1.792,0.406,1.386,1,1
manuscript-peer-review__paraphrased,masked-noisy,top-domain,3,3,3,manuscript-review,yes,0.406,manuscript,manuscript,0.406,0.321,0.084,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,1,3,1,manuscript-revision,yes,0.555,package,manuscript,1.974,0.943,1.031,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,2,3,1,manuscript-revision,yes,0.555,package,manuscript,1.974,0.943,1.031,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,2,3,2,package-dispatch,no,0.943,manuscript,manuscript,0.943,0.406,0.537,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,3,3,1,manuscript-revision,yes,0.555,package,manuscript,1.974,0.943,1.031,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,3,3,2,package-dispatch,no,0.943,manuscript,manuscript,0.943,0.406,0.537,1,1
manuscript-peer-review__paraphrased,masked-noisy,random,3,3,3,package-tracking,no,0.406,manuscript,manuscript,0.406,0.326,0.08,1,1
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,information-gain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,1,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,2,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,top-domain,3,3,1,package-dispatch,yes,1,package,package,1.974,0,1.974,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,1,3,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,2,3,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,2,3,2,compliance-exception,yes,0.96,compliance,compliance,0.96,0.85,0.11,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,3,1,compliance-exception,yes,0.514,package,compliance,1.974,0.96,1.014,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,3,2,compliance-exception,yes,0.96,compliance,compliance,0.96,0.85,0.11,0,0
manuscript-peer-review__paraphrased,masked-adversarial,random,3,3,3,compliance-signoff,yes,0.85,compliance,compliance,0.85,0.739,0.111,0,0
manuscript-peer-review__noisy,masked-noisy,information-gain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,2,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__noisy,masked-noisy,information-gain,3,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,information-gain,3,2,2,manuscript-review,no,0.959,manuscript,sample,1.792,1.98,-0.188,0,0
manuscript-peer-review__noisy,masked-noisy,information-gain,3,2,3,sample-assay,no,1,sample,compliance,1.98,2,-0.02,0,0
manuscript-peer-review__noisy,masked-noisy,top-domain,1,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
manuscript-peer-review__noisy,masked-noisy,top-domain,2,2,1,package-dispatch,no,1,package,manuscript,1.974,1.792,0.182,1,1
